,title,release_year,runtime_min,genre,rating,gross_usd_mil
350,Guardians of the Galaxy Vol. 3,2023,150,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",8.2,0.0
1177,John Wick: Chapter 4,2023,169,"Action, Crime, Thriller, Action, Crime, Thriller, Action, Crime, Thriller",7.9,0.0
16,Spider-Man: Across the Spider-Verse,2023,140,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",8.9,0.0
1509,Everything Everywhere All at Once,2022,139,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",7.8,72.86
1506,The Batman,2022,176,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",7.8,369.35
453,Drishyam 2,2022,140,"Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery",8.2,0.0
89,Sita Ramam,2022,163,"Action, Drama, Mystery, Action, Drama, Mystery, Action, Drama, Mystery",8.6,0.0
1913,Aftersun,2022,102,Drama,7.7,0.0
1910,The Whale,2022,117,Drama,7.7,0.0
1540,All Quiet on the Western Front,2022,148,"Drama, War, Action, Drama, War, Drama, War, Action, Drama, War, Drama, War, Action, Drama, War, Drama, War, Action, Drama, War, Drama, War, Action, Drama, War",7.8,0.0
1551,RRR,2022,187,"Action, Drama, Action, Drama",7.8,14.5
1911,The Banshees of Inisherin,2022,114,"Comedy, Drama, Comedy, Drama",7.7,0.0
1619,Thirteen Lives,2022,147,"Action, Adventure, Biography, Action, Adventure, Biography, Action, Adventure, Biography",7.8,0.0
41,Rocketry: The Nambi Effect,2022,157,"Biography, Drama, Biography, Drama",8.8,0.0
332,Vikram,2022,175,"Action, Crime, Thriller, Action, Crime, Thriller, Action, Crime, Thriller",8.3,0.0
326,K.G.F: Chapter 2,2022,168,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",8.3,6.6
315,Kantara,2022,148,"Action, Adventure, Drama, Action, Adventure, Drama, Action, Adventure, Drama",8.3,0.0
230,Top Gun: Maverick,2022,130,"Action, Drama, Action, Drama",8.3,718.73
1185,Puss in Boots: The Last Wish,2022,102,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",7.9,168.46
2326,Avatar: The Way of Water,2022,192,"Action, Adventure, Fantasy, Action, Adventure, Fantasy, Action, Adventure, Fantasy",7.6,659.68
38,777 Charlie,2022,164,"Adventure, Comedy, Drama, Adventure, Comedy, Drama, Adventure, Comedy, Drama",8.8,0.0
1614,The Worst Person in the World,2021,128,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",7.8,0.0
35,Jai Bhim,2021,164,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",8.8,0.0
355,Spider-Man: No Way Home,2021,148,"Action, Adventure, Fantasy, Action, Adventure, Fantasy, Action, Adventure, Fantasy",8.2,804.75
859,Dune: Part One,2021,155,"Action, Adventure, Drama, Action, Adventure, Drama, Action, Adventure, Drama",8.0,108.33
222,Sardar Udham,2021,164,"Biography, Crime, Drama, Biography, Crime, Drama, Biography, Crime, Drama",8.4,0.0
227,Drishyam 2,2021,152,"Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery",8.4,0.0
338,Shershaah,2021,135,"Action, Biography, Drama, Action, Biography, Drama, Action, Biography, Drama",8.3,0.0
903,CODA,2021,111,"Comedy, Drama, Music, Comedy, Drama, Music, Comedy, Drama, Music",8.0,0.0
862,Zack Snyder's Justice League,2021,242,"Action, Adventure, Fantasy, Action, Adventure, Fantasy, Action, Adventure, Fantasy",8.0,0.0
2424,The Mitchells vs the Machines,2021,114,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",7.6,0.0
2041,Another Round,2020,117,Drama,7.7,0.0
920,Soul,2020,100,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",8.0,0.0
1059,Wolfwalkers,2020,103,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",8.0,0.0
407,The Father,2020,97,"Drama, Mystery, Drama, Mystery",8.2,0.0
434,Demon Slayer the Movie: Mugen Train,2020,117,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",8.2,47.7
1121,"Quo Vadis, Aida?",2020,101,"Drama, History, War, Drama, History, War, Drama, History, War",8.0,0.0
55,Soorarai Pottru,2020,153,"Action, Drama, Action, Drama",8.7,0.0
268,Hamilton,2020,160,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",8.3,0.0
2084,The Trial of the Chicago 7,2020,129,"Drama, History, Thriller, Drama, History, Thriller, Drama, History, Thriller",7.7,0.0
103,Parasite,2019,132,"Drama, Thriller, Drama, Thriller",8.5,53.37
341,Chhichhore,2019,143,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",8.3,0.9
2007,Toy Story 4,2019,100,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",7.7,434.04
2475,Dark Waters,2019,126,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",7.6,0.0
154,Avengers: Endgame,2019,181,"Action, Adventure, Drama, Action, Adventure, Drama, Action, Adventure, Drama",8.4,858.37
456,Klaus,2019,96,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",8.2,0.0
1197,Knives Out,2019,130,"Comedy, Crime, Drama, Comedy, Crime, Drama, Comedy, Crime, Drama",7.9,165.36
1570,Little Women,2019,135,"Drama, Romance, Drama, Romance",7.8,108.1
636,Portrait of a Lady on Fire,2019,122,Drama,8.1,3.76
1234,Jojo Rabbit,2019,108,"Comedy, Drama, War, Comedy, Drama, War, Comedy, Drama, War",7.9,33.37
1565,The Irishman,2019,209,"Biography, Crime, Drama, Biography, Crime, Drama, Biography, Crime, Drama",7.8,7.0
2105,Sound of Metal,2019,120,"Drama, Music, Drama, Music",7.7,0.0
377,1917,2019,119,"Action, Drama, War, Action, Drama, War, Action, Drama, War",8.2,159.23
465,Miracle in Cell No. 7,2019,132,Drama,8.2,0.0
1450,Gully Boy,2019,154,"Drama, Music, Romance, Drama, Music, Romance, Drama, Music, Romance",7.9,5.57
2332,Once Upon a Time in Hollywood,2019,161,"Comedy, Drama, Comedy, Drama",7.6,142.5
1268,Marriage Story,2019,137,"Drama, Romance, Drama, Romance",7.9,2.0
159,Joker,2019,122,"Crime, Drama, Thriller, Crime, Drama, Thriller, Crime, Drama, Thriller",8.4,335.45
219,Kaithi,2019,145,"Action, Adventure, Crime, Action, Adventure, Crime, Action, Adventure, Crime",8.4,0.0
1369,Togo,2019,113,"Adventure, Biography, Drama, Adventure, Biography, Drama, Adventure, Biography, Drama",7.9,0.0
1525,The Gentlemen,2019,113,"Action, Comedy, Crime, Action, Comedy, Crime, Action, Comedy, Crime",7.8,36.47
574,Ford v Ferrari,2019,152,"Action, Biography, Drama, Action, Biography, Drama, Action, Biography, Drama",8.1,117.62
225,Asuran,2019,141,"Action, Drama, Action, Drama",8.4,0.0
824,Article 15,2019,130,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",8.1,0.0
487,Uri: The Surgical Strike,2019,138,"Action, Drama, History, Action, Drama, History, Action, Drama, History",8.2,4.19
1460,Super 30,2019,154,"Biography, Drama, Biography, Drama",7.9,2.27
147,96,2018,158,"Drama, Romance, Drama, Romance",8.5,0.0
1496,Pad Man,2018,140,"Comedy, Drama, Comedy, Drama",7.9,1.66
1128,The Wild Pear Tree,2018,188,Drama,8.0,0.03
1498,Badhaai Ho,2018,124,"Comedy, Drama, Comedy, Drama",7.9,0.0
450,Tumbbad,2018,104,"Drama, Fantasy, Horror, Drama, Fantasy, Horror, Drama, Fantasy, Horror",8.2,0.0
380,Green Book,2018,130,"Biography, Comedy, Drama, Biography, Comedy, Drama, Biography, Comedy, Drama",8.2,85.08
344,Raatchasan,2018,170,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",8.3,0.0
176,Avengers: Infinity War,2018,149,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",8.4,678.82
526,Rangasthalam 1985,2018,170,"Action, Drama, Action, Drama",8.2,3.51
2381,A Star Is Born,2018,136,"Drama, Music, Romance, Drama, Music, Romance, Drama, Music, Romance",7.6,215.29
2430,Searching,2018,102,"Drama, Mystery, Thriller, Drama, Mystery, Thriller, Drama, Mystery, Thriller",7.6,26.02
1363,Shoplifters,2018,121,"Crime, Drama, Thriller, Crime, Drama, Thriller, Crime, Drama, Thriller",7.9,3.31
2159,Roma,2018,135,Drama,7.7,0.0
1914,Mission: Impossible - Fallout,2018,147,"Action, Adventure, Thriller, Action, Adventure, Thriller, Action, Adventure, Thriller",7.7,220.16
490,Andhadhun,2018,139,"Crime, Mystery, Thriller, Crime, Mystery, Thriller, Crime, Mystery, Thriller",8.2,1.37
1226,Bohemian Rhapsody,2018,134,"Biography, Drama, Music, Biography, Drama, Music, Biography, Drama, Music",7.9,216.43
149,Spider-Man: Into the Spider-Verse,2018,117,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",8.4,190.24
1579,Isle of Dogs,2018,101,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",7.8,32.02
506,K.G.F: Chapter 1,2018,156,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",8.2,0.0
203,Capernaum,2018,126,Drama,8.4,1.66
2352,Deadpool 2,2018,119,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",7.6,324.59
1423,A Taxi Driver,2017,137,"Action, Drama, History, Action, Drama, History, Action, Drama, History",7.9,1.53
184,Coco,2017,105,"Animation, Adventure, Drama, Animation, Adventure, Drama, Animation, Adventure, Drama",8.4,209.73
2311,The Breadwinner,2017,94,"Animation, Drama, Family, Animation, Drama, Family, Animation, Drama, Family",7.7,0.31
1266,Wonder,2017,113,"Drama, Family, Drama, Family",7.9,132.42
1823,Loving Vincent,2017,94,"Animation, Drama, Mystery, Animation, Drama, Mystery, Animation, Drama, Mystery",7.8,6.74
582,"Three Billboards Outside Ebbing, Missouri",2017,115,"Comedy, Crime, Drama, Comedy, Crime, Drama, Comedy, Crime, Drama",8.1,54.51
1537,Get Out,2017,104,"Horror, Mystery, Thriller, Horror, Mystery, Thriller, Horror, Mystery, Thriller",7.8,176.04
2337,Guardians of the Galaxy Vol. 2,2017,136,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",7.6,389.81
1543,Dunkirk,2017,106,"Action, Drama, History, Action, Drama, History, Action, Drama, History",7.8,188.37
588,Logan,2017,137,"Action, Drama, Sci-Fi, Action, Drama, Sci-Fi, Action, Drama, Sci-Fi",8.1,226.28
1945,Wind River,2017,107,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",7.7,33.8
1710,Paddington 2,2017,103,"Adventure, Comedy, Family, Adventure, Comedy, Family, Adventure, Comedy, Family",7.8,40.44
329,Ayla: The Daughter of War,2017,125,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",8.3,0.0
1223,Thor: Ragnarok,2017,130,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",7.9,315.06
514,Vikram Vedha,2017,147,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",8.2,0.0
1906,Hindi Medium,2017,132,"Comedy, Drama, Comedy, Drama",7.8,0.0
868,Blade Runner 2049,2017,164,"Action, Drama, Mystery, Action, Drama, Mystery, Action, Drama, Mystery",8.0,92.05
1533,Call Me by Your Name,2017,132,"Drama, Romance, Drama, Romance",7.8,18.1
475,Baahubali 2: The Conclusion,2017,167,"Action, Drama, Action, Drama",8.2,20.19
1894,My Life as a Zucchini,2016,70,"Animation, Comedy, Drama, Animation, Comedy, Drama, Animation, Comedy, Drama",7.8,0.29
2277,The Salesman,2016,124,"Drama, Thriller, Drama, Thriller",7.7,2.4
986,Lion,2016,118,"Biography, Drama, Biography, Drama",8.0,51.74
2175,Kubo and the Two Strings,2016,101,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",7.7,48.02
1573,Rogue One: A Star Wars Story,2016,133,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",7.8,532.18
1738,Hunt for the Wilderpeople,2016,101,"Adventure, Comedy, Drama, Adventure, Comedy, Drama, Adventure, Comedy, Drama",7.8,5.2
978,The Invisible Guest,2016,106,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",8.0,0.0
1150,M.S. Dhoni: The Untold Story,2016,184,"Biography, Drama, Sport, Biography, Drama, Sport, Biography, Drama, Sport",8.0,1.78
1357,Sing Street,2016,106,"Comedy, Drama, Music, Comedy, Drama, Music, Comedy, Drama, Music",7.9,3.24
585,The Handmaiden,2016,145,"Drama, Romance, Thriller, Drama, Romance, Thriller, Drama, Romance, Thriller",8.1,2.01
881,Deadpool,2016,108,"Action, Comedy, Action, Comedy",8.0,363.07
1188,Arrival,2016,116,"Drama, Mystery, Sci-Fi, Drama, Mystery, Sci-Fi, Drama, Mystery, Sci-Fi",7.9,100.55
671,A Silent Voice: The Movie,2016,130,"Animation, Drama, Animation, Drama",8.1,0.0
2349,Moana,2016,107,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",7.6,248.76
193,Your Name.,2016,106,"Animation, Drama, Fantasy, Animation, Drama, Fantasy, Animation, Drama, Fantasy",8.4,5.02
1503,Airlift,2016,130,"Action, Drama, History, Action, Drama, History, Action, Drama, History",7.9,0.0
2393,Hell or High Water,2016,102,"Crime, Drama, Thriller, Crime, Drama, Thriller, Crime, Drama, Thriller",7.6,26.86
548,Hacksaw Ridge,2016,139,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",8.1,67.21
309,Dangal,2016,161,"Action, Biography, Drama, Action, Biography, Drama, Action, Biography, Drama",8.3,12.39
837,Pink,2016,136,"Crime, Drama, Thriller, Crime, Drama, Thriller, Crime, Drama, Thriller",8.1,1.24
2254,Perfect Strangers,2016,96,"Comedy, Drama, Comedy, Drama",7.7,0.0
1601,Captain America: Civil War,2016,147,"Action, Sci-Fi, Action, Sci-Fi",7.8,408.08
1844,"I, Daniel Blake",2016,100,Drama,7.8,0.26
1617,Captain Fantastic,2016,118,"Comedy, Drama, Comedy, Drama",7.8,5.88
1634,Manchester by the Sea,2016,137,Drama,7.8,47.7
1556,Hidden Figures,2016,127,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",7.8,169.61
891,Zootopia,2016,108,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",8.0,341.27
883,La La Land,2016,128,"Comedy, Drama, Music, Comedy, Drama, Music, Comedy, Drama, Music",8.0,151.1
775,Masaan,2015,109,Drama,8.1,0.0
2197,Me and Earl and the Dying Girl,2015,105,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",7.7,6.74
911,The Revenant,2015,156,"Action, Adventure, Drama, Action, Adventure, Drama, Action, Adventure, Drama",8.0,183.64
2130,A Man Called Ove,2015,116,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",7.7,3.48
2217,Beasts of No Nation,2015,137,"Drama, War, Drama, War",7.7,0.08
2355,Sicario,2015,121,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",7.6,46.89
2236,The Little Prince,2015,108,"Animation, Adventure, Drama, Animation, Adventure, Drama, Animation, Adventure, Drama",7.7,1.34
984,Baahubali: The Beginning,2015,159,"Action, Drama, Action, Drama",8.0,6.74
897,The Martian,2015,144,"Adventure, Drama, Sci-Fi, Adventure, Drama, Sci-Fi, Adventure, Drama, Sci-Fi",8.0,228.43
566,Inside Out,2015,95,"Animation, Adventure, Comedy, Animation, Adventure, Comedy, Animation, Adventure, Comedy",8.1,356.46
1548,The Hateful Eight,2015,168,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",7.8,54.12
804,Bajrangi Bhaijaan,2015,163,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",8.1,8.18
1829,Land of Mine,2015,100,"Drama, History, War, Drama, History, War, Drama, History, War",7.8,0.44
1522,The Big Short,2015,130,"Biography, Comedy, Drama, Biography, Comedy, Drama, Biography, Comedy, Drama",7.8,70.26
1694,Straight Outta Compton,2015,147,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",7.8,161.2
1500,Baby,2015,159,"Action, Crime, Thriller, Action, Crime, Thriller, Action, Crime, Thriller",7.9,0.0
1606,Star Wars: Episode VII - The Force Awakens,2015,138,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",7.8,936.66
792,Talvar,2015,132,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",8.1,0.34
619,Spotlight,2015,129,"Biography, Crime, Drama, Biography, Crime, Drama, Biography, Crime, Drama",8.1,45.06
477,Drishyam,2015,163,"Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery, Crime, Drama, Thriller, Crime, Drama, Mystery",8.2,0.74
542,Mad Max: Fury Road,2015,120,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",8.1,154.06
622,Room,2015,118,"Drama, Thriller, Drama, Thriller",8.1,14.68
43,Interstellar,2014,169,"Adventure, Drama, Sci-Fi, Adventure, Drama, Sci-Fi, Adventure, Drama, Sci-Fi",8.7,188.02
1654,Big Hero 6,2014,102,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",7.8,222.53
1094,Song of the Sea,2014,93,"Animation, Adventure, Drama, Animation, Adventure, Drama, Animation, Adventure, Drama",8.0,0.86
1688,Pride,2014,119,"Biography, Comedy, Drama, Biography, Comedy, Drama, Biography, Comedy, Drama",7.8,0.0
1332,The Raid 2,2014,150,"Action, Crime, Thriller, Action, Crime, Thriller, Action, Crime, Thriller",7.9,2.63
1210,X-Men: Days of Future Past,2014,132,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",7.9,233.92
1200,Edge of Tomorrow,2014,113,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",7.9,100.21
2028,The Fault in Our Stars,2014,126,"Drama, Romance, Drama, Romance",7.7,124.87
105,Whiplash,2014,106,"Drama, Music, Drama, Music",8.5,13.09
1713,How to Train Your Dragon 2,2014,102,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",7.8,177.0
724,PK,2014,153,"Comedy, Drama, Sci-Fi, Comedy, Drama, Sci-Fi, Comedy, Drama, Sci-Fi",8.1,10.62
2407,What We Do in the Shadows,2014,86,"Comedy, Horror, Comedy, Horror",7.6,3.33
1622,Captain America: The Winter Soldier,2014,136,"Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi, Action, Adventure, Sci-Fi",7.8,259.77
1986,The Lego Movie,2014,100,"Animation, Action, Adventure, Animation, Action, Adventure, Animation, Action, Adventure",7.7,257.76
1950,Ex Machina,2014,108,"Drama, Sci-Fi, Thriller, Drama, Sci-Fi, Thriller, Drama, Sci-Fi, Thriller",7.7,25.44
1596,Nightcrawler,2014,117,"Crime, Drama, Thriller, Crime, Drama, Thriller, Crime, Drama, Thriller",7.8,32.38
1141,Haider,2014,160,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",8.0,0.9
865,Guardians of the Galaxy,2014,121,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",8.0,333.18
1006,Mommy,2014,139,Drama,8.0,3.49
1974,Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy, Drama, Comedy, Drama",7.7,42.34
2113,The Theory of Everything,2014,123,"Biography, Drama, Romance, Biography, Drama, Romance, Biography, Drama, Romance",7.7,35.89
657,Wild Tales,2014,122,"Comedy, Drama, Thriller, Comedy, Drama, Thriller, Comedy, Drama, Thriller",8.1,3.11
755,Winter Sleep,2014,196,Drama,8.1,0.17
908,The Imitation Game,2014,114,"Biography, Drama, Thriller, Biography, Drama, Thriller, Biography, Drama, Thriller",8.0,91.13
1920,Kingsman: The Secret Service,2014,129,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",7.7,128.26
2466,Dawn of the Planet of the Apes,2014,130,"Action, Adventure, Drama, Action, Adventure, Drama, Action, Adventure, Drama",7.6,208.55
1418,The Way He Looks,2014,96,"Drama, Romance, Drama, Romance",7.9,0.1
534,The Grand Budapest Hotel,2014,99,"Adventure, Comedy, Crime, Adventure, Comedy, Crime, Adventure, Comedy, Crime",8.1,59.1
2225,When Marnie Was There,2014,103,"Animation, Drama, Family, Animation, Drama, Family, Animation, Drama, Family",7.7,0.77
1279,Boyhood,2014,165,Drama,7.9,25.38
